Tree ID,Planting Date,Height (m),Status,Health,spc_latin,spc_common,Borough Code,Latitude,Longitude
183714,2016-08-29,7,True,Fair,Pyrus calleryana,Callery pear,5,40.52727739,-74.1655735
159715,2016-08-19,28,True,Good,Platanus x acerifolia,London planetree,3,40.61686307,-73.9142465
266430,2016-09-28,19,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.80985523,-73.93880703
554072,2016-04-18,2,True,Fair,Carpinus caroliniana,American hornbeam,2,40.82065322,-73.82442913
239692,2016-09-19,38,True,Good,Quercus palustris,pin oak,4,40.69282391,-73.83188216
649488,2016-08-01,12,True,Good,Fraxinus,ash,4,40.74826484,-73.77690494
404247,2016-10-30,27,True,Poor,Fraxinus pennsylvanica,green ash,2,40.83098792,-73.85190517
641893,2016-07-27,3,True,Good,Syringa reticulata,Japanese tree lilac,4,40.79467489,-73.81175808
461141,2016-11-16,12,True,Good,Platanus x acerifolia,London planetree,4,40.73764672,-73.77622224
374501,2016-10-25,7,True,Good,Pyrus calleryana,Callery pear,3,40.62850084,-73.97794263
540669,2016-12-29,2,True,Good,Ginkgo biloba,ginkgo,4,40.58145564,-73.83090834
396925,2016-10-29,4,True,Good,Tilia cordata,littleleaf linden,2,40.81416462,-73.91227709
692899,2016-09-01,15,True,Poor,Acer platanoides,Norway maple,4,40.73094812,-73.82058353
403920,2016-10-30,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.83366249,-73.84948336
312090,2016-10-12,7,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.84586251,-73.93611526
086766,2016-07-22,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.59524831,-73.96510857
052213,2016-07-07,3,True,Good,Prunus,cherry,3,40.62362845,-73.90855178
677741,2016-08-24,11,True,Good,Prunus,cherry,4,40.70771178,-73.87575257
050788,2016-07-06,4,True,Good,Quercus palustris,pin oak,4,40.76993131,-73.78538891
584074,2016-06-13,13,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.6945948,-73.77017943
663169,2016-08-12,18,True,Good,Platanus x acerifolia,London planetree,4,40.77864021,-73.79388043
428788,2016-11-04,14,True,Good,Syringa reticulata,Japanese tree lilac,3,40.65166515,-73.88526263
336587,2016-10-16,4,True,Fair,Quercus alba,white oak,5,40.5278601,-74.23206811
137063,2016-08-11,25,True,Fair,Quercus palustris,pin oak,4,40.77191462,-73.78162834
165213,2016-08-22,9,True,Good,Tilia americana,American linden,4,40.71683311,-73.8315702
225990,2016-09-15,9,True,Good,Zelkova serrata,Japanese zelkova,3,40.63073501,-73.89874116
474813,2016-11-20,4,True,Good,Prunus,cherry,2,40.88677237,-73.83108899
233917,2016-09-17,4,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.79686965,-73.97092534
439003,2016-11-07,19,True,Good,Acer saccharum,sugar maple,5,40.59187041,-74.0744877
247701,2016-09-22,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.80671477,-73.95665632
409309,2016-10-31,14,True,Good,Pyrus calleryana,Callery pear,5,40.51958242,-74.21188497
437378,2016-11-06,27,True,Good,Quercus rubra,northern red oak,4,40.73408856,-73.78657973
179782,2016-08-27,13,True,Good,Styphnolobium japonicum,Sophora,3,40.7262891,-73.95113415
264074,2016-09-27,12,True,Good,Platanus x acerifolia,London planetree,1,40.80003512,-73.97064718
694883,2016-09-02,21,True,Good,Platanus x acerifolia,London planetree,3,40.64239754,-73.87993556
181538,2016-08-28,25,True,Poor,Platanus x acerifolia,London planetree,4,40.76214068,-73.78600635
709570,2016-09-12,27,True,Good,Platanus x acerifolia,London planetree,3,40.60681197,-73.9926634
354657,2016-10-20,20,True,Fair,Acer platanoides,Norway maple,4,40.73731643,-73.78810905
020090,2016-06-15,5,True,Good,Prunus virginiana,"'Schubert' chokecherry",5,40.61347355,-74.11815802
271175,2016-09-29,13,True,Good,Acer rubrum,red maple,3,40.68565941,-73.97142047
678573,2016-08-24,21,True,Good,Platanus x acerifolia,London planetree,3,40.62530682,-73.91440579
521205,2016-12-16,13,True,Poor,Acer saccharinum,silver maple,5,40.54739543,-74.18182639
250621,2016-09-23,7,True,Good,Zelkova serrata,Japanese zelkova,4,40.72171316,-73.75180201
251788,2016-09-23,21,True,Good,Fraxinus pennsylvanica,green ash,4,40.73624685,-73.7118851
093381,2016-07-25,11,True,Good,Acer platanoides,Norway maple,4,40.71561251,-73.79229856
345837,2016-10-19,27,True,Good,Platanus x acerifolia,London planetree,4,40.69645042,-73.81618275
714373,2016-09-15,25,True,Good,Acer saccharinum,silver maple,4,40.7039172,-73.88471648
623707,2016-07-12,30,True,Good,Platanus x acerifolia,London planetree,3,40.62752672,-73.98867219
503207,2016-12-08,5,True,Good,Styphnolobium japonicum,Sophora,2,40.82110018,-73.8423206
148698,2016-08-15,7,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.6703655,-73.73589376
633765,2016-07-19,2,True,Good,Prunus,cherry,4,40.76161292,-73.74340904
571684,2016-06-01,3,True,Good,Quercus bicolor,swamp white oak,2,40.85883734,-73.89610292
559142,2016-05-14,5,True,Good,Prunus,cherry,4,40.75088809,-73.86533048
405065,2016-10-30,2,True,Good,Prunus,cherry,2,40.8269347,-73.84913596
558979,2016-05-14,5,True,Good,Tilia tomentosa,silver linden,4,40.75066928,-73.86406692
330026,2016-10-15,15,True,Good,Tilia cordata,littleleaf linden,2,40.84030468,-73.91319679
221650,2016-09-13,20,True,Good,Platanus x acerifolia,London planetree,3,40.71830689,-73.94182767
182951,2016-08-28,6,True,Good,Zelkova serrata,Japanese zelkova,4,40.75238796,-73.8968303
060254,2016-07-11,5,True,Good,Tilia cordata,littleleaf linden,2,40.81688248,-73.88581385
520112,2016-12-16,6,True,Good,Koelreuteria paniculata,golden raintree,5,40.53323186,-74.16170132
571871,2016-06-01,19,True,Fair,Acer platanoides,Norway maple,4,40.6703335,-73.7287973
374272,2016-10-24,15,True,Good,Gleditsia triacanthos var. inermis,honeylocust,2,40.88128062,-73.88305048
003620,2016-05-26,8,True,Fair,Prunus,cherry,3,40.71533289,-73.95984002
132561,2016-08-09,11,True,Good,Acer platanoides,Norway maple,4,40.73581133,-73.85282886
000113,2016-05-19,6,True,Good,Ulmus parvifolia,Chinese elm,2,40.81640002,-73.89002528
596001,2016-06-21,24,True,Good,Platanus x acerifolia,London planetree,4,40.7437658,-73.721645
464680,2016-11-17,4,True,Good,Tilia americana,American linden,4,40.69941289,-73.76097763
427175,2016-11-04,14,True,Poor,Acer platanoides,Norway maple,4,40.72303748,-73.90571903
537329,2016-12-28,10,True,Poor,Acer rubrum,red maple,5,40.59075274,-74.16399442
294227,2016-10-07,30,True,Good,Quercus rubra,northern red oak,4,40.65777871,-73.74973711
267063,2016-09-28,4,True,Good,Zelkova serrata,Japanese zelkova,2,40.81843558,-73.93022875
532604,2016-12-23,7,True,Fair,Pyrus calleryana,Callery pear,5,40.55443914,-74.16544093
326246,2016-10-14,22,True,Good,Platanus x acerifolia,London planetree,3,40.63781258,-73.9172749
079370,2016-07-19,22,True,Good,Platanus x acerifolia,London planetree,3,40.69195685,-73.99257861
005164,2016-05-28,6,True,Good,Tilia cordata,littleleaf linden,2,40.83994133,-73.92406689
110603,2016-08-01,11,True,Good,Pyrus calleryana,Callery pear,3,40.68763531,-73.95725077
302576,2016-10-09,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.73242687,-74.00944259
412220,2016-11-01,28,True,Good,Acer saccharinum,silver maple,4,40.65245712,-73.74354488
695179,2016-09-02,9,True,Good,Syringa reticulata,Japanese tree lilac,4,40.76006693,-73.819534
456753,2016-11-14,3,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.69463559,-73.92754892
684859,2016-08-27,24,True,Good,Platanus x acerifolia,London planetree,4,40.71316446,-73.80839384
222055,2016-09-13,17,True,Good,Acer platanoides,Norway maple,4,40.70132538,-73.83764091
475475,2016-11-20,8,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,2,40.86513599,-73.88729593
555100,2016-04-28,3,True,Good,Ginkgo biloba,ginkgo,4,40.750929,-73.90092875
466759,2016-11-18,2,False,,,,2,40.85279029,-73.90714856
192587,2016-08-31,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.61922199,-73.99809918
194113,2016-09-01,14,True,Poor,Styphnolobium japonicum,Sophora,2,40.83721398,-73.87007594
506332,2016-12-09,10,True,Good,Pyrus calleryana,Callery pear,2,40.82809631,-73.85779556
542745,2016-01-02,19,True,Good,Acer saccharinum,silver maple,4,40.71541407,-73.90985421
693533,2016-09-02,2,True,Fair,Betula pendula,silver birch,3,40.64735652,-73.91572896
597599,2016-06-22,9,True,Good,Quercus rubra,northern red oak,4,40.78747581,-73.79770521
099681,2016-07-28,4,True,Good,Prunus virginiana,"'Schubert' chokecherry",2,40.81439859,-73.8928324
445805,2016-11-11,4,True,Fair,Ulmus parvifolia,Chinese elm,4,40.59680112,-73.75861398
243478,2016-09-21,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.76213719,-73.77230348
667314,2016-08-16,10,True,Good,Platanus x acerifolia,London planetree,4,40.70919128,-73.78002215
449737,2016-11-12,4,True,Good,Syringa pekinensis,Chinese tree lilac,5,40.58625548,-74.09524613
722525,2016-09-27,18,True,Good,Pyrus calleryana,Callery pear,5,40.53664176,-74.18750779
042156,2016-06-30,6,True,Good,Tilia cordata,littleleaf linden,3,40.66316945,-73.98423722
715713,2016-09-15,17,True,Good,Platanus x acerifolia,London planetree,3,40.59256285,-73.9571746
309423,2016-10-11,20,True,Good,Zelkova serrata,Japanese zelkova,3,40.61967933,-73.95027594
626357,2016-07-14,7,True,Good,Liquidambar styraciflua,sweetgum,4,40.78054019,-73.77923524
170440,2016-08-24,13,True,Good,Acer platanoides,Norway maple,4,40.73363653,-73.82251049
327683,2016-10-14,17,True,Good,Quercus palustris,pin oak,5,40.54807713,-74.21606775
245243,2016-09-21,19,True,Good,Acer rubrum,red maple,4,40.66069569,-73.76583783
418245,2016-11-02,35,True,Good,Platanus x acerifolia,London planetree,4,40.69923049,-73.84036427
379387,2016-10-26,19,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.69365291,-73.82210228
118048,2016-08-04,7,True,Fair,Zelkova serrata,Japanese zelkova,5,40.58708245,-74.16830081
410806,2016-11-01,13,True,Good,Tilia cordata,littleleaf linden,3,40.70091216,-73.91912343
375260,2016-10-25,10,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,4,40.7570733,-73.73092022
587927,2016-06-15,16,True,Good,Platanus x acerifolia,London planetree,4,40.65741823,-73.73201837
184235,2016-08-29,10,True,Fair,Acer platanoides,Norway maple,4,40.75813046,-73.91518893
067190,2016-07-14,5,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.86425135,-73.92104269
574127,2016-06-03,16,True,Good,Platanus x acerifolia,London planetree,4,40.77407494,-73.82800305
266244,2016-09-28,23,True,Good,Platanus x acerifolia,London planetree,4,40.6905592,-73.72929649
507826,2016-12-09,16,True,Good,Platanus x acerifolia,London planetree,3,40.62673019,-73.94027681
219229,2016-09-12,4,True,Good,Tilia tomentosa,silver linden,3,40.6672378,-73.97475659
130735,2016-08-09,25,True,Good,Quercus palustris,pin oak,4,40.7104332,-73.83336392
189097,2016-08-30,9,True,Good,Zelkova serrata,Japanese zelkova,4,40.72934942,-73.85666595
256792,2016-09-25,8,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,2,40.83776773,-73.92209352
022125,2016-06-16,14,True,Fair,Ulmus americana,American elm,3,40.66851764,-73.92763812
704622,2016-09-08,14,True,Good,Tilia cordata,littleleaf linden,3,40.65676374,-73.90751606
269968,2016-09-29,33,True,Good,Quercus palustris,pin oak,4,40.76302689,-73.76011957
273612,2016-10-01,21,True,Good,Quercus palustris,pin oak,4,40.7535805,-73.81273705
244081,2016-09-21,9,True,Good,Quercus palustris,pin oak,1,40.80033723,-73.9359295
671676,2016-08-19,17,True,Fair,Fraxinus pennsylvanica,green ash,5,40.57609753,-74.16222248
658716,2016-08-08,16,True,Good,Quercus palustris,pin oak,5,40.61536132,-74.15230875
572865,2016-06-02,19,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.6897478,-73.75833097
076426,2016-07-18,12,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.68525461,-73.99278465
295757,2016-10-08,10,True,Good,Pyrus calleryana,Callery pear,1,40.78197088,-73.95951352
331396,2016-10-15,17,True,Good,Fraxinus pennsylvanica,green ash,2,40.86277252,-73.84777489
507201,2016-12-09,2,True,Good,Celtis occidentalis,common hackberry,2,40.83016515,-73.86590213
154285,2016-08-17,10,True,Good,Prunus,cherry,4,40.66443637,-73.75194755
308646,2016-10-10,3,True,Good,Ulmus americana,American elm,3,40.64518319,-73.99546699
288146,2016-10-06,9,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.8406802,-73.93618477
690248,2016-08-31,2,True,Good,Ginkgo biloba,ginkgo,4,40.77549031,-73.80177814
149604,2016-08-16,9,True,Good,Quercus palustris,pin oak,3,40.73731793,-73.95265549
511420,2016-12-11,2,True,Good,Styphnolobium japonicum,Sophora,2,40.88339034,-73.8624078
284201,2016-10-05,11,True,Good,Fraxinus pennsylvanica,green ash,3,40.68485505,-73.96188165
139300,2016-08-12,2,True,Good,Ulmus americana,American elm,1,40.81820394,-73.94671226
209224,2016-09-08,3,True,Fair,Syringa reticulata,Japanese tree lilac,4,40.77384306,-73.91524541
343183,2016-10-18,7,True,Good,Prunus,cherry,5,40.61898013,-74.13085435
587513,2016-06-15,6,True,Good,Ginkgo biloba,ginkgo,4,40.66103467,-73.73601947
273151,2016-09-30,26,True,Good,Platanus x acerifolia,London planetree,4,40.78227334,-73.78152187
478197,2016-11-22,7,True,Poor,Pyrus calleryana,Callery pear,5,40.60869661,-74.16629353
295899,2016-10-08,32,True,Good,Quercus palustris,pin oak,5,40.62155528,-74.14265174
620051,2016-07-09,32,True,Good,Platanus x acerifolia,London planetree,3,40.63293951,-73.92566942
162243,2016-08-20,9,True,Good,Acer rubrum,red maple,5,40.58337249,-74.10010421
375685,2016-10-25,25,True,Good,Quercus palustris,pin oak,4,40.76313055,-73.88646
396291,2016-10-29,35,True,Good,Quercus palustris,pin oak,2,40.84876908,-73.85232144
121993,2016-08-05,10,True,Fair,Ginkgo biloba,ginkgo,1,40.80056478,-73.96406916
134807,2016-08-10,10,True,Fair,Quercus palustris,pin oak,1,40.78866569,-73.9712364
612215,2016-07-02,26,True,Good,Platanus x acerifolia,London planetree,4,40.72297734,-73.87321338
457097,2016-11-15,4,True,Fair,Gymnocladus dioicus,Kentucky coffeetree,3,40.70859275,-73.92665546
478845,2016-11-23,2,True,Good,Malus,crab apple,4,40.59817813,-73.74572298
082548,2016-07-21,18,True,Good,Platanus x acerifolia,London planetree,3,40.72864799,-73.95750944
585516,2016-06-14,13,True,Good,Acer rubrum,red maple,4,40.67995213,-73.76359797
388422,2016-10-27,4,False,,,,4,40.77754994,-73.81233857
400790,2016-10-29,3,True,Good,Quercus palustris,pin oak,4,40.65277049,-73.74338185
469387,2016-11-18,4,True,Good,Prunus,cherry,5,40.63464803,-74.14952657
288785,2016-10-06,6,True,Good,Tilia americana,American linden,4,40.74277903,-73.8516227
082954,2016-07-21,7,True,Good,Pyrus calleryana,Callery pear,4,40.7710493,-73.73229667
133804,2016-08-10,5,True,Good,Ginkgo biloba,ginkgo,1,40.79058205,-73.96930703
694959,2016-09-02,23,True,Good,Platanus x acerifolia,London planetree,4,40.78864975,-73.82386941
217267,2016-09-12,32,True,Fair,Liquidambar styraciflua,sweetgum,4,40.75084408,-73.89964016
287733,2016-10-06,3,True,Fair,Quercus robur,English oak,1,40.84268842,-73.94159631
236263,2016-09-18,4,True,Good,Zelkova serrata,Japanese zelkova,4,40.74963409,-73.87285755
371335,2016-10-23,29,True,Good,Platanus x acerifolia,London planetree,3,40.6823179,-73.94461386
299290,2016-10-08,9,True,Good,Styphnolobium japonicum,Sophora,3,40.62118017,-73.92699349
491627,2016-12-02,4,True,Good,Koelreuteria paniculata,golden raintree,5,40.60586364,-74.11901528
176461,2016-08-26,7,True,Good,Tilia cordata,littleleaf linden,5,40.62867432,-74.15626237
119719,2016-08-05,11,True,Good,Pyrus calleryana,Callery pear,4,40.74660338,-73.95009698
169207,2016-08-23,4,True,Good,Acer rubrum,red maple,3,40.64770747,-73.94541533
506243,2016-12-09,6,True,Good,Prunus,cherry,2,40.83163461,-73.86225677
670663,2016-08-18,4,True,Good,Ailanthus altissima,tree of heaven,4,40.77515684,-73.83820895
258231,2016-09-25,6,True,Good,Syringa reticulata,Japanese tree lilac,2,40.82902947,-73.91461014
428326,2016-11-04,2,True,Good,Ulmus parvifolia,Chinese elm,2,40.84207143,-73.89279455
267801,2016-09-28,20,True,Good,Quercus rubra,northern red oak,3,40.68822184,-73.96640393
338309,2016-10-16,16,True,Good,Zelkova serrata,Japanese zelkova,4,40.697792,-73.84129566
115128,2016-08-03,11,True,Good,Prunus,cherry,3,40.67127797,-73.98179207
137960,2016-08-12,11,True,Fair,Fraxinus pennsylvanica,green ash,3,40.69762351,-73.98423828
084465,2016-07-21,4,True,Fair,Pyrus calleryana,Callery pear,1,40.78246651,-73.95290946
624881,2016-07-13,6,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.63957487,-74.00429414
033485,2016-06-24,15,True,Fair,Platanus x acerifolia,London planetree,5,40.59209794,-74.08455687
433247,2016-11-05,11,True,Good,Acer rubrum,red maple,5,40.5976538,-74.06781971
712953,2016-09-14,18,True,Good,Quercus palustris,pin oak,4,40.66718234,-73.81206154
098899,2016-07-28,18,True,Fair,Tilia cordata,littleleaf linden,2,40.88895669,-73.83588726
040218,2016-06-29,8,True,Good,Pyrus calleryana,Callery pear,4,40.66628824,-73.82313575
231661,2016-09-16,21,True,Good,Platanus x acerifolia,London planetree,3,40.72271955,-73.93682688
593607,2016-06-19,6,True,Good,Pyrus calleryana,Callery pear,3,40.62447787,-73.98986847
221667,2016-09-13,2,True,Poor,Quercus phellos,willow oak,3,40.68885105,-73.9678815
213863,2016-09-10,6,True,Good,Acer campestre,hedge maple,2,40.8977091,-73.84441242
146645,2016-08-15,10,True,Fair,Gleditsia triacanthos var. inermis,honeylocust,3,40.67385956,-73.9005117
704247,2016-09-08,31,True,Good,Platanus x acerifolia,London planetree,3,40.65751733,-73.90671805
019754,2016-06-15,9,True,Fair,Salix babylonica,weeping willow,5,40.6086411,-74.06176578
007375,2016-06-01,17,True,Good,Prunus,cherry,3,40.67365346,-73.97560241
211513,2016-09-09,9,True,Good,Acer rubrum,red maple,4,40.77957596,-73.91570054
478753,2016-11-23,17,True,Good,Quercus palustris,pin oak,2,40.86428995,-73.90884696
315766,2016-10-12,8,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.6337541,-73.95211663
299554,2016-10-08,32,True,Good,Quercus palustris,pin oak,5,40.50535535,-74.25324558
348161,2016-10-19,4,True,Good,Cornus mas,Cornelian cherry,2,40.87566611,-73.85534859
078691,2016-07-19,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.67847983,-73.99523236
023766,2016-06-17,5,True,Good,Zelkova serrata,Japanese zelkova,4,40.75945956,-73.9441388
599243,2016-06-23,16,True,Good,Ginkgo biloba,ginkgo,3,40.65922612,-73.95408307
696433,2016-09-04,15,True,Good,Platanus x acerifolia,London planetree,4,40.73046584,-73.8189428
059557,2016-07-11,3,True,Good,Tilia cordata,littleleaf linden,1,40.76044494,-73.96188872
060980,2016-07-11,18,True,Good,Styphnolobium japonicum,Sophora,3,40.67841464,-73.92637824
355227,2016-10-20,6,True,Good,Ulmus pumila,Siberian elm,2,40.83317998,-73.82756519
245197,2016-09-21,9,True,Good,Prunus,cherry,4,40.66104129,-73.76689202
652327,2016-08-03,8,True,Good,Pyrus calleryana,Callery pear,4,40.66295118,-73.76677937
687471,2016-08-29,9,True,Good,Prunus,cherry,4,40.71355019,-73.80402783
158093,2016-08-19,4,True,Fair,Styphnolobium japonicum,Sophora,5,40.57836272,-74.07880101
254748,2016-09-24,25,True,Good,Platanus x acerifolia,London planetree,2,40.84290333,-73.83098216
300090,2016-10-08,4,True,Good,Tilia cordata,littleleaf linden,4,40.7245598,-73.85146273
135903,2016-08-11,5,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.80462447,-73.93212906
520693,2016-12-16,3,True,Good,Liquidambar styraciflua,sweetgum,5,40.50707285,-74.24910151
093126,2016-07-25,3,True,Good,Styphnolobium japonicum,Sophora,3,40.69061545,-73.92334876
089838,2016-07-23,10,True,Good,Tilia americana,American linden,1,40.78147503,-73.98251583
248784,2016-09-23,4,True,Good,Koelreuteria paniculata,golden raintree,4,40.71732979,-73.73155863
108830,2016-08-01,2,True,Fair,Ulmus parvifolia,Chinese elm,3,40.68214761,-73.95956947
562568,2016-05-19,4,True,Good,Acer palmatum,Japanese maple,4,40.79270032,-73.80397382
388760,2016-10-27,11,True,Fair,Platanus x acerifolia,London planetree,1,40.76837979,-73.98878225
635024,2016-07-20,16,True,Good,Pinus,pine,4,40.76833496,-73.7282561
351581,2016-10-20,5,True,Good,Pyrus calleryana,Callery pear,5,40.52947383,-74.21948061
492383,2016-12-02,11,True,Good,Acer saccharinum,silver maple,5,40.59832031,-74.12642603
190661,2016-08-31,4,True,Good,Prunus,cherry,1,40.71418656,-73.99674384
545659,2016-02-02,15,True,Poor,Gleditsia triacanthos var. inermis,honeylocust,4,40.57989376,-73.85119926
091682,2016-07-25,12,True,Good,Acer platanoides,Norway maple,4,40.70821909,-73.9052832
720156,2016-09-22,15,True,Good,Platanus x acerifolia,London planetree,4,40.62605051,-73.82737042
562163,2016-05-19,10,True,Good,Gleditsia triacanthos var. inermis,honeylocust,4,40.79031311,-73.80998027
469925,2016-11-18,4,True,Good,Taxodium ascendens,pond cypress,2,40.87275983,-73.88952199
015781,2016-06-10,2,True,Fair,Quercus palustris,pin oak,4,40.77620563,-73.82888293
462652,2016-11-17,4,True,Good,Platanus x acerifolia,London planetree,5,40.57027019,-74.11861659
579847,2016-06-09,34,True,Good,Quercus palustris,pin oak,4,40.68866009,-73.77847219
078286,2016-07-19,9,True,Good,Quercus rubra,northern red oak,3,40.67951258,-73.99351357
152114,2016-08-17,12,True,Good,Quercus phellos,willow oak,1,40.75297891,-73.96580044
124115,2016-08-06,29,True,Good,Quercus palustris,pin oak,5,40.55081514,-74.14243215
266817,2016-09-28,24,True,Good,Acer pseudoplatanus,sycamore maple,3,40.62591677,-74.0313479
701269,2016-09-07,23,True,Good,Quercus palustris,pin oak,4,40.65575668,-73.85360808
562216,2016-05-19,5,True,Good,Cercis canadensis,eastern redbud,4,40.79162027,-73.81021962
265587,2016-09-28,7,True,Good,Quercus velutina,black oak,4,40.74142466,-73.75973208
702329,2016-09-07,10,True,Good,Pyrus calleryana,Callery pear,3,40.66502855,-73.91330338
100803,2016-07-29,12,True,Good,Pyrus calleryana,Callery pear,1,40.79615871,-73.96524087
459109,2016-11-16,4,True,Good,Malus,crab apple,3,40.66394324,-73.8860855
716245,2016-09-16,14,True,Good,Tilia cordata,littleleaf linden,4,40.6818367,-73.81604249
688796,2016-08-30,17,True,Good,Ginkgo biloba,ginkgo,3,40.65148057,-73.91586764
634016,2016-07-19,19,True,Good,Gleditsia triacanthos var. inermis,honeylocust,3,40.69296649,-73.91286435
617885,2016-07-07,24,True,Good,Tilia americana,American linden,3,40.63044924,-74.02704139
534055,2016-12-24,11,True,Fair,Pyrus calleryana,Callery pear,5,40.53688777,-74.14846389
629052,2016-07-16,5,True,Good,Prunus,cherry,4,40.76772431,-73.87146867
631544,2016-07-18,4,True,Good,Prunus,cherry,4,40.75478435,-73.86220066
651883,2016-08-03,2,True,Good,Gymnocladus dioicus,Kentucky coffeetree,3,40.68881017,-73.96131388
249967,2016-09-23,7,True,Poor,Acer rubrum,red maple,3,40.67171903,-73.88760411
646413,2016-07-29,3,True,Good,Styphnolobium japonicum,Sophora,4,40.69644403,-73.84962646
242744,2016-09-21,8,True,Good,Platanus x acerifolia,London planetree,1,40.80395091,-73.94060535
420017,2016-11-03,2,True,Good,Quercus palustris,pin oak,3,40.68742407,-73.8720751
420711,2016-11-03,12,True,Good,Quercus palustris,pin oak,3,40.68736607,-73.86823438
032101,2016-06-24,12,True,Good,Quercus palustris,pin oak,4,40.72008463,-73.84125603
621046,2016-07-10,27,True,Good,Quercus palustris,pin oak,4,40.75620244,-73.8622571
447483,2016-11-11,13,True,Poor,Acer platanoides,Norway maple,3,40.66439079,-73.86830329
110776,2016-08-01,8,True,Poor,Tilia americana,American linden,1,40.78888845,-73.95423295
548897,2016-03-01,8,True,Poor,Gleditsia triacanthos var. inermis,honeylocust,4,40.57396581,-73.85958988
217226,2016-09-11,27,True,Fair,Quercus palustris,pin oak,4,40.7510118,-73.89790066
688993,2016-08-30,21,True,Good,Quercus rubra,northern red oak,4,40.76562271,-73.82608293
660292,2016-08-09,16,True,Good,Fraxinus pennsylvanica,green ash,4,40.75797303,-73.78831038
677199,2016-08-23,10,True,Good,Quercus phellos,willow oak,4,40.71258283,-73.82135953
436903,2016-11-06,11,True,Fair,Zelkova serrata,Japanese zelkova,4,40.77519751,-73.74982716
159694,2016-08-19,7,True,Good,Pyrus calleryana,Callery pear,3,40.61488997,-73.91204847
128626,2016-08-08,7,True,Fair,Liquidambar styraciflua,sweetgum,3,40.66606361,-73.95893521
443752,2016-11-10,17,True,Good,Platanus x acerifolia,London planetree,5,40.57760897,-74.09274391
289650,2016-10-06,19,True,Good,Quercus palustris,pin oak,5,40.52181244,-74.22999223
179602,2016-08-27,6,True,Fair,Morus,mulberry,3,40.62770509,-73.96104321
265996,2016-09-28,4,True,Good,Quercus imbricaria,shingle oak,1,40.8099103,-73.9374961
689726,2016-08-31,12,True,Poor,"Acer platanoides 'Crimson King'",crimson king maple,4,40.77418922,-73.78803189
365881,2016-10-22,3,True,Good,Ulmus americana,American elm,3,40.60532305,-73.96133527
374267,2016-10-24,14,True,Good,Ginkgo biloba,ginkgo,4,40.72135904,-73.75573778
116232,2016-08-04,17,True,Good,Acer saccharinum,silver maple,2,40.88360874,-73.90525476
073629,2016-07-16,7,True,Good,Pyrus calleryana,Callery pear,2,40.89334446,-73.85977679
190546,2016-08-31,29,True,Fair,Platanus x acerifolia,London planetree,3,40.62423358,-73.9998588
298041,2016-10-08,6,True,Good,Ulmus americana,American elm,2,40.81852395,-73.82222434
449182,2016-11-12,11,True,Good,Gleditsia triacanthos var. inermis,honeylocust,1,40.73507492,-73.9751875
619503,2016-07-08,21,True,Good,Quercus palustris,pin oak,3,40.64465848,-74.00817729
436663,2016-11-06,8,True,Good,Malus,crab apple,5,40.5916475,-74.06706726
718579,2016-09-20,21,True,Good,Platanus x acerifolia,London planetree,4,40.69521613,-73.79304511
685077,2016-08-28,7,True,Good,Acer palmatum,Japanese maple,4,40.76527926,-73.7758234
017041,2016-06-11,4,True,Good,Quercus alba,white oak,4,40.74209774,-73.90855775
247978,2016-09-22,6,True,Good,Zelkova serrata,Japanese zelkova,1,40.80706198,-73.95523981
334260,2016-10-15,7,True,Good,Pyrus calleryana,Callery pear,5,40.54273229,-74.20381012
290303,2016-10-06,20,True,Good,Pyrus calleryana,Callery pear,1,40.77657731,-73.96252841
698702,2016-09-06,14,True,Good,Prunus,cherry,4,40.78109312,-73.81111224
656352,2016-08-06,11,True,Good,"Acer platanoides 'Crimson King'",crimson king maple,3,40.60480938,-74.01175833
518301,2016-12-15,12,True,Good,Pyrus calleryana,Callery pear,5,40.50768851,-74.25162441
